061425,The Green Mile,Movie
061525,Taxi Driver,Movie
061625,Fight Club,Movie
061725,Rear Window,Movie
061825,Full Metal Jacket,Movie
061925,Sunset Boulevard, Movie
062025,Jaws,Movie
062125,Heat,Movie
062225,Scarface,Movie
062325,The Sting,Movie
062425,A Clockwork Orange,Movie
062525,Chinatown,Movie
062625,Night at the Museum,Movie
062725,The Godfather,Movie
062825,The Deer Hunter,Movie
